Interference and Diffraction Data File Mon, Mar 3, 2025 3:36 PM
Sensor Position (Meters)	Light Intensity (Volts)
-0.07617	0.00603
-0.07622	-0.00815
-0.07628	0.00120
-0.07639	0.00362
-0.07644	-0.00686
-0.07650	0.01006
-0.07655	-0.00025
-0.07661	-0.00106
-0.07667	0.00168
-0.07672	-0.00057
-0.07683	0.00039
-0.07689	-0.00315
-0.07694	-0.00363
-0.07700	0.00200
-0.07705	0.00523
-0.07711	-0.00138
-0.07717	0.00120
-0.07728	0.00700
-0.07733	0.00829
-0.07739	0.00877
-0.07744	0.01521
-0.07750	0.01505
-0.07755	0.01956
-0.07761	0.01538
-0.07772	0.02649
-0.07778	0.02553
-0.07783	0.02311
-0.07789	0.02794
-0.07794	0.02408
-0.07800	0.02649
-0.07811	0.01666
-0.07817	0.01360
-0.07822	0.00974
-0.07828	0.00587
-0.07833	0.00603
-0.07844	0.00587
-0.07850	0.00539
-0.07855	0.00523
-0.07861	0.00877
-0.07867	0.01022
-0.07872	0.00925
-0.07883	0.01618
-0.07889	0.01538
-0.07894	0.02134
-0.07900	0.01876
-0.07905	0.01908
-0.07917	0.01634
-0.07922	0.01570
-0.07928	0.01264
-0.07933	0.00700
-0.07939	0.00797
-0.07944	0.00780
-0.07950	-0.00653
-0.07961	0.00200
-0.07967	-0.00170
-0.07972	0.00088
-0.07978	0.00088
-0.07983	-0.00170
-0.07994	0.00265
-0.08000	-0.00122
-0.08005	-0.00267
-0.08011	0.00152
-0.08017	-0.00283
-0.08022	-0.00073
-0.08033	-0.00380
-0.08039	-0.00251
-0.08044	0.00942
-0.08050	-0.00283
-0.08055	-0.00235
-0.08067	0.00023
-0.08072	-0.00122
-0.08078	-0.00251
-0.08083	-0.00412
-0.08094	-0.00363
-0.08100	0.00088
-0.08105	-0.00154
-0.08111	0.00039
-0.08117	-0.00283
-0.08128	0.00120
-0.08133	0.00104
-0.08139	0.00136
-0.08144	0.00184
-0.08150	0.00490
-0.08161	-0.00090
-0.08167	0.00603
-0.08172	0.00378
-0.08178	0.00442
-0.08183	0.00442
-0.08189	0.00329
-0.08200	0.00184
-0.08205	0.00281
-0.08211	0.00072
-0.08217	0.00329
-0.08222	0.00055
-0.08233	0.00152
-0.08239	0.00168
-0.08244	-0.00138
-0.08250	-0.00315
-0.08261	-0.00073
-0.08267	0.00362
-0.08272	0.00490
-0.08278	0.00345
-0.08283	0.00458
-0.08289	0.00474
-0.08294	0.00507
-0.08305	0.00233
-0.08311	0.00571
-0.08317	0.00394
-0.08322	0.00394
-0.08328	0.00345
-0.08339	0.00136
-0.08344	0.00233
-0.08350	-0.00251
-0.08355	-0.00444
-0.08361	-0.00734
-0.08367	-0.00106
-0.08372	-0.00299
-0.08378	-0.00573
-0.08389	-0.00202
-0.08394	-0.00186
-0.08400	-0.00267
-0.08405	-0.00218
-0.08411	-0.00122
-0.08422	-0.00186
-0.08428	0.00023
-0.08433	-0.00428
-0.08439	-0.00122
-0.08444	-0.00396
-0.08450	-0.00154
-0.08455	-0.00315
-0.08461	-0.00073
-0.08472	-0.00170
-0.08478	-0.00186
-0.08483	-0.00283
-0.08489	-0.00235
-0.08494	-0.00154
-0.08500	-0.00009
-0.08511	-0.00412
-0.08517	-0.00186
-0.08522	-0.00170
-0.08528	-0.00396
-0.08533	0.00023
-0.08539	-0.00057
-0.08544	-0.00202
-0.08550	0.00217
-0.08555	-0.00154
-0.08567	-0.00122
-0.08572	0.00410
-0.08578	-0.00138
-0.08583	-0.00009
-0.08589	0.00329
-0.08594	-0.00041
-0.08600	-0.00267
-0.08605	-0.00476
-0.08617	-0.00073
-0.08622	-0.00170
-0.08628	-0.00090
-0.08633	-0.00186
-0.08639	-0.00106
-0.08644	-0.00170
-0.08655	0.00168
-0.08661	-0.00057
-0.08667	-0.00122
-0.08672	0.00345
-0.08678	0.00281
-0.08683	0.00088
-0.08689	0.00329
-0.08694	0.00088
-0.08700	-0.00025
-0.08711	-0.00186
-0.08717	-0.00041
-0.08722	-0.00186
-0.08728	-0.00476
-0.08733	-0.00106
-0.08744	-0.00492
-0.08750	-0.00122
-0.08755	0.00055
-0.08761	-0.00363
-0.08767	-0.00025
-0.08772	-0.00267
-0.08778	-0.00476
-0.08789	-0.00331
-0.08794	-0.00186
-0.08800	-0.00363
-0.08805	-0.00154
-0.08811	-0.00170
-0.08822	-0.00267
-0.08828	-0.01233
-0.08833	-0.00251
-0.08839	0.00039
-0.08844	-0.00202
-0.08850	-0.00202
-0.08861	-0.00090
-0.08867	-0.00380
-0.08872	-0.00541
-0.08878	-0.00170
-0.08883	-0.00347
-0.08894	-0.00170
-0.08900	-0.00428
-0.08905	-0.00315
-0.08911	-0.00138
-0.08917	-0.00396
-0.08922	-0.00541
-0.08933	-0.00235
-0.08939	-0.00267
-0.08944	-0.00460
-0.08950	-0.00090
-0.08955	-0.00299
-0.08961	-0.00073
-0.08972	0.00039
-0.08978	-0.00573
-0.08983	-0.00057
-0.08989	-0.00025
-0.09000	-0.00235
-0.09005	-0.00202
-0.09011	-0.00267
-0.09017	-0.00122
-0.09022	-0.00218
-0.09028	-0.00428
-0.09039	-0.00460
-0.09044	-0.00138
-0.09050	-0.00444
-0.09055	0.00023
-0.09067	-0.00009
-0.09072	0.00088
-0.09078	-0.00396
-0.09083	0.00136
-0.09094	-0.00202
-0.09100	-0.00396
-0.09105	-0.00315
-0.09111	-0.00331
-0.09117	0.00007
-0.09122	-0.00138
-0.09133	-0.00073
-0.09139	-0.00235
-0.09144	-0.00363
-0.09150	-0.00041
-0.09161	-0.00170
-0.09167	-0.00331
-0.09172	-0.00122
-0.09178	-0.00138
-0.09183	0.00007
-0.09189	-0.00589
-0.09200	-0.00235
-0.09205	0.00055
-0.09211	-0.00299
-0.09217	-0.00186
-0.09228	0.00007
-0.09233	-0.00331
-0.09239	-0.00025
-0.09244	0.00039
-0.09250	-0.00138
-0.09261	-0.00283
-0.09267	0.00023
-0.09272	-0.00202
-0.09278	-0.00025
-0.09283	0.00039
-0.09289	-0.00218
-0.09294	-0.00251
-0.09305	-0.00670
-0.09311	-0.00460
-0.09317	-0.00428
-0.09322	-0.00412
-0.09328	-0.00428
-0.09333	-0.00396
-0.09344	-0.00283
-0.09350	-0.00057
-0.09355	-0.00170
-0.09361	-0.00621
-0.09367	-0.00396
-0.09372	-0.00186
-0.09378	-0.00090
-0.09389	-0.00621
-0.09394	-0.00396
-0.09400	-0.00235
-0.09405	-0.00444
-0.09411	-0.00186
-0.09417	-0.00444
-0.09428	-0.00605
-0.09433	-0.00138
-0.09439	-0.00283
-0.09444	0.00039
-0.09450	-0.00396
-0.09455	-0.00347
-0.09461	-0.00025
-0.09472	-0.00541
-0.09478	0.00200
-0.09483	0.00120
-0.09489	-0.00122
-0.09494	-0.00283
-0.09500	-0.00621
-0.09511	-0.00444
-0.09517	-0.00299
-0.09522	-0.00283
-0.09528	-0.00235
-0.09533	-0.00138
-0.09539	-0.00251
-0.09544	-0.00299
-0.09550	-0.00057
-0.09561	-0.00299
-0.09567	-0.00090
-0.09572	-0.00283
-0.09578	-0.00090
-0.09583	-0.00396
-0.09589	-0.00331
-0.09594	-0.00267
-0.09605	-0.00218
-0.09611	-0.00508
-0.09617	-0.00508
-0.09622	-0.00363
-0.09628	-0.00444
-0.09633	-0.00218
-0.09639	-0.00186
-0.09650	-0.00186
-0.09655	-0.00057
-0.09661	-0.01233
-0.09667	-0.00380
-0.09672	-0.00041
-0.09678	-0.00492
-0.09683	-0.00347
-0.09694	-0.00299
-0.09700	-0.00283
-0.09705	-0.00541
-0.09711	-0.00363
-0.09717	-0.00170
-0.09722	-0.00090
-0.09733	-0.00283
-0.09739	-0.00299
-0.09744	-0.00299
-0.09750	-0.00396
-0.09755	-0.00041
-0.09761	-0.00347
-0.09772	-0.00444
-0.09778	-0.00315
-0.09783	-0.00090
-0.09789	-0.00283
-0.09794	-0.00235
-0.09800	-0.00138
-0.09805	-0.00331
-0.09817	-0.00315
-0.09822	-0.00235
-0.09828	-0.00025
-0.09833	-0.00041
-0.09839	-0.00235
-0.09850	-0.00090
-0.09855	-0.00235
-0.09861	0.00023
-0.09867	-0.00589
-0.09872	-0.00057
-0.09878	-0.00122
-0.09889	-0.00122
-0.09894	-0.00235
-0.09900	-0.00508
-0.09905	-0.00283
-0.09911	0.00007
-0.09922	-0.00444
-0.09928	0.00023
-0.09933	-0.00347
-0.09939	0.00055
-0.09944	-0.00235
-0.09950	-0.00363
-0.09955	-0.00170
-0.09967	-0.00573
-0.09972	-0.00315
-0.09978	0.00539
-0.09983	-0.00573
-0.09994	-0.00106
-0.10000	-0.00106
-0.10005	-0.00057
-0.10011	-0.00380
-0.10017	-0.00009
-0.10022	-0.00202
-0.10028	-0.00041
-0.10039	-0.00218
-0.10044	-0.00331
-0.10050	-0.00218
-0.10055	-0.00138
-0.10067	0.00249
-0.10072	-0.00299
-0.10078	-0.00299
-0.10083	-0.00251
-0.10094	-0.00251
-0.10100	-0.00847
-0.10105	-0.00106
-0.10111	-0.00186
-0.10117	-0.00218
-0.10122	-0.00202
-0.10133	-0.00299
-0.10139	-0.00251
-0.10144	-0.00621
-0.10150	-0.00106
-0.10161	-0.00476
-0.10167	-0.00138
-0.10172	-0.00670
-0.10178	-0.00138
-0.10183	-0.00670
-0.10189	-0.00057
-0.10200	-0.00202
-0.10205	-0.00573
-0.10211	-0.00299
-0.10217	-0.00106
-0.10222	-0.00090
-0.10233	-0.00283
-0.10239	-0.00283
-0.10244	-0.00363
-0.10250	-0.00090
-0.10261	-0.00267
-0.10267	-0.00476
-0.10272	-0.01282
-0.10278	-0.00283
-0.10283	-0.00235
-0.10289	-0.00331
-0.10294	-0.00363
-0.10305	-0.00106
-0.10311	-0.00831
-0.10317	-0.00283
-0.10322	-0.00283
-0.10328	-0.00138
-0.10333	-0.00138
-0.10344	-0.00170
-0.10350	-0.00315
-0.10355	-0.00460
-0.10361	-0.00025
-0.10367	-0.00396
-0.10372	-0.00508
-0.10378	-0.00508
-0.10389	-0.00476
-0.10394	0.00088
-0.10400	0.00265
-0.10405	-0.00444
-0.10411	-0.00283
-0.10422	-0.00218
-0.10428	-0.00090
-0.10433	-0.00557
-0.10439	-0.00170
-0.10444	-0.00299
-0.10450	-0.00347
-0.10455	-0.00428
-0.10467	-0.00831
-0.10472	-0.00106
-0.10478	-0.00380
-0.10483	-0.00057
-0.10489	-0.00412
-0.10494	-0.00025
-0.10505	-0.00202
-0.10511	-0.00041
-0.10517	-0.00235
-0.10522	-0.00299
-0.10528	-0.00508
-0.10533	-0.00363
-0.10539	-0.00106
-0.10544	-0.00476
-0.10550	-0.00428
-0.10561	-0.00106
-0.10567	-0.00299
-0.10572	-0.00235
-0.10578	0.00023
-0.10583	-0.00299
-0.10589	-0.00138
-0.10600	-0.00122
-0.10605	-0.00218
-0.10611	-0.00444
-0.10617	-0.00331
-0.10622	-0.00106
-0.10628	-0.00202
-0.10633	-0.00138
-0.10639	-0.00073
-0.10650	0.00072
-0.10655	-0.00202
-0.10661	-0.00073
-0.10667	0.00088
-0.10672	-0.00396
-0.10678	-0.00251
-0.10683	-0.00428
-0.10689	0.00039
-0.10694	-0.00202
-0.10705	-0.00315
-0.10711	-0.00218
-0.10717	-0.00186
-0.10722	-0.00251
-0.10728	-0.00041
-0.10739	-0.00154
-0.10744	-0.00299
-0.10750	-0.00009
-0.10755	-0.00122
-0.10761	0.00055
-0.10767	-0.00041
-0.10778	0.00055
-0.10783	0.00072
-0.10789	-0.00154
-0.10794	0.00007
-0.10800	-0.00073
-0.10805	-0.00380
-0.10817	-0.00251
-0.10822	-0.00251
-0.10828	-0.00589
-0.10833	-0.00267
-0.10839	-0.00057
-0.10844	-0.00009
-0.10850	0.00152
-0.10861	-0.00976
-0.10867	0.00184
-0.10872	-0.00186
-0.10878	-0.00347
-0.10883	-0.00138
-0.10894	0.00120
-0.10900	-0.00235
-0.10905	-0.00315
-0.10911	-0.00202
-0.10917	-0.00057
-0.10922	-0.00428
-0.10933	-0.00202
-0.10939	-0.00202
-0.10944	-0.00525
-0.10950	-0.00025
-0.10955	-0.00492
-0.10961	-0.00154
-0.10972	-0.00347
-0.10978	-0.00331
-0.10983	-0.00653
-0.10989	-0.00218
-0.11000	-0.00267
-0.11005	-0.00460
-0.11011	-0.00073
-0.11017	-0.00025
-0.11022	0.00039
-0.11028	-0.00106
-0.11033	-0.00122
-0.11044	-0.00057
-0.11050	-0.00122
-0.11055	0.00378
-0.11061	-0.00009
-0.11072	0.00072
-0.11078	-0.00879
-0.11083	-0.00106
-0.11089	-0.00186
-0.11094	-0.00299
-0.11105	0.00088
-0.11111	-0.00218
-0.11117	-0.00508
-0.11122	-0.00476
-0.11128	-0.00363
-0.11139	-0.00009
-0.11144	-0.00283
-0.11150	0.00072
-0.11155	-0.00235
-0.11167	-0.00138
-0.11172	-0.00476
-0.11178	-0.00106
-0.11183	-0.00380
-0.11189	-0.00025
-0.11194	-0.00235
-0.11205	-0.00267
-0.11211	-0.00315
-0.11217	-0.00057
-0.11222	-0.00347
-0.11228	-0.00363
-0.11239	-0.00283
-0.11244	-0.00267
-0.11250	-0.00057
-0.11255	-0.00218
-0.11261	-0.00315
-0.11267	-0.00299
-0.11272	-0.00347
-0.11283	-0.00202
-0.11289	-0.00251
-0.11294	-0.00412
-0.11300	-0.00041
-0.11305	-0.00412
-0.11317	-0.00073
-0.11322	-0.00299
-0.11328	-0.00041
-0.11333	-0.00057
-0.11339	-0.00025
-0.11344	-0.00283
-0.11355	-0.00267
-0.11361	-0.00267
-0.11367	-0.00267
-0.11372	-0.00267
-0.11378	-0.00283
-0.11383	-0.00589
-0.11394	-0.00009
-0.11400	-0.00460
-0.11405	-0.00154
-0.11411	0.00088
-0.11417	-0.00267
-0.11422	-0.00090
-0.11428	-0.00283
-0.11439	-0.00186
-0.11444	-0.00186
-0.11450	-0.00396
-0.11455	-0.00525
-0.11461	-0.00283
-0.11467	-0.00090
-0.11478	-0.00154
-0.11483	-0.00347
-0.11489	-0.00541
-0.11494	-0.00380
-0.11500	0.00055
-0.11505	-0.00428
-0.11511	-0.00267
-0.11517	-0.00347
-0.11522	-0.00235
-0.11533	-0.00218
-0.11539	-0.00283
-0.11544	-0.00315
-0.11550	-0.00057
-0.11555	-0.00476
-0.11561	-0.00202
-0.11572	-0.00589
-0.11578	-0.00347
-0.11583	-0.00090
-0.11589	-0.00025
-0.11594	0.00023
-0.11600	-0.00283
-0.11605	-0.00057
-0.11611	-0.00218
-0.11622	-0.00621
-0.11628	-0.00444
-0.11633	-0.00154
-0.11639	-0.00025
-0.11644	-0.00235
-0.11650	0.00039
-0.11661	-0.00251
-0.11667	-0.00380
-0.11672	-0.00396
-0.11678	-0.00541
-0.11683	-0.00218
-0.11689	-0.00508
-0.11694	-0.00251
-0.11700	-0.00283
-0.11705	-0.00396
-0.11717	0.00362
-0.11722	-0.00267
-0.11728	-0.00412
-0.11733	-0.00750
-0.11739	-0.00283
-0.11750	-0.00460
-0.11755	-0.00412
-0.11761	0.00007
-0.11767	-0.00412
-0.11772	-0.00235
-0.11778	-0.00299
-0.11783	-0.00412
-0.11789	-0.00315
-0.11800	-0.00315
-0.11805	-0.00073
-0.11811	-0.00283
-0.11817	-0.00186
-0.11822	-0.00235
-0.11833	-0.00363
-0.11839	-0.00138
-0.11844	-0.00122
-0.11850	-0.00267
-0.11855	-0.00235
-0.11861	-0.00331
-0.11867	-0.00283
-0.11872	-0.00235
-0.11883	-0.00347
-0.11889	-0.00347
-0.11894	-0.00009
-0.11900	-0.00670
-0.11911	-0.00508
-0.11917	-0.00299
-0.11922	-0.00235
-0.11928	-0.00057
-0.11933	0.00007
-0.11939	-0.00218
-0.11944	-0.00444
-0.11955	-0.00460
-0.11961	-0.00492
-0.11967	-0.00025
-0.11972	-0.00154
-0.11978	-0.00009
-0.11989	-0.00186
-0.11994	-0.00186
-0.12000	-0.00541
-0.12005	-0.00299
-0.12011	-0.00202
-0.12017	-0.00106
-0.12028	-0.00073
-0.12033	-0.00218
-0.12039	-0.00460
-0.12044	0.00136
-0.12050	-0.00106
-0.12061	-0.00025
-0.12067	-0.00396
-0.12072	-0.00492
-0.12078	-0.00186
-0.12083	-0.00202
-0.12094	-0.00299
-0.12100	-0.00380
-0.12105	-0.00251
-0.12111	-0.00251
-0.12117	-0.00186
-0.12128	-0.00331
-0.12133	-0.00444
-0.12139	-0.00363
-0.12144	-0.00057
-0.12150	-0.00299
-0.12161	-0.00412
-0.12167	-0.00315
-0.12172	-0.00057
-0.12178	-0.00444
-0.12183	-0.00347
-0.12189	-0.00525
-0.12200	-0.00009
-0.12205	-0.00202
-0.12211	-0.01024
-0.12217	-0.00267
-0.12222	-0.00073
-0.12233	-0.00251
-0.12239	-0.00170
-0.12244	-0.00186
-0.12250	-0.00267
-0.12255	-0.00460
-0.12267	-0.00154
-0.12272	-0.01459
-0.12278	-0.00315
-0.12283	-0.00009
-0.12289	-0.00138
-0.12294	-0.00412
-0.12305	-0.00460
-0.12311	-0.00106
-0.12317	-0.00686
-0.12322	0.00007
-0.12328	-0.00090
-0.12339	-0.00331
-0.12344	-0.00396
-0.12350	0.00007
-0.12355	0.00088
-0.12361	-0.00363
-0.12367	-0.00299
-0.12372	-0.00283
-0.12383	-0.00299
-0.12389	-0.00251
-0.12394	-0.00396
-0.12400	-0.00412
-0.12405	-0.00283
-0.12411	-0.00766
-0.12422	-0.00073
-0.12428	-0.00251
-0.12433	-0.00508
-0.12439	-0.00412
-0.12444	-0.00009
-0.12450	-0.00299
-0.12455	-0.00476
-0.12461	-0.00363
-0.12472	-0.00460
-0.12478	-0.00057
-0.12483	-0.00508
-0.12489	-0.00267
-0.12494	-0.00025
-0.12500	-0.00154
-0.12505	-0.00041
-0.12511	-0.00154
-0.12522	-0.00073
-0.12528	-0.00525
-0.12533	-0.00218
-0.12539	0.00023
-0.12544	-0.00218
-0.12550	-0.00428
-0.12555	-0.00267
-0.12561	-0.00202
-0.12572	-0.00138
-0.12578	-0.00073
-0.12583	-0.00331
-0.12589	-0.00508
-0.12594	-0.00154
-0.12600	-0.00170
-0.12605	-0.00235
-0.12611	-0.00251
-0.12622	-0.00073
-0.12628	-0.00476
-0.12633	-0.00283
-0.12639	-0.00315
-0.12644	-0.00170
-0.12655	-0.00315
-0.12661	0.00603
-0.12667	-0.00057
-0.12672	-0.00396
-0.12678	-0.00057
-0.12683	-0.00073
-0.12689	-0.00057
-0.12694	-0.00653
-0.12700	-0.00525
-0.12711	-0.00299
-0.12717	-0.00525
-0.12722	-0.00041
-0.12728	-0.00492
-0.12733	-0.00460
-0.12744	-0.00299
-0.12750	-0.00750
-0.12755	-0.00460
-0.12761	-0.00412
-0.12767	-0.00428
-0.12772	-0.00170
-0.12778	-0.00009
-0.12789	-0.00154
-0.12794	-0.00412
-0.12800	0.00104
-0.12805	-0.00073
-0.12811	-0.00138
-0.12822	-0.00380
-0.12828	-0.00170
-0.12833	-0.00412
-0.12839	-0.00380
-0.12844	-0.00444
-0.12850	-0.00267
-0.12855	-0.00299
-0.12867	-0.00444
-0.12872	-0.00347
-0.12878	-0.00460
-0.12883	-0.00363
-0.12889	-0.00653
-0.12900	-0.00380
-0.12905	-0.00347
-0.12911	-0.00299
-0.12917	-0.00412
-0.12922	-0.00331
-0.12928	-0.00057
-0.12939	-0.00331
-0.12944	-0.00315
-0.12950	-0.00315
-0.12955	-0.00267
-0.12961	-0.00347
-0.12967	-0.00154
-0.12978	-0.00412
-0.12983	-0.00508
-0.12989	-0.00363
-0.12994	-0.00106
-0.13000	-0.00299
-0.13011	-0.00283
-0.13017	-0.00235
-0.13022	-0.00267
-0.13028	-0.00041
-0.13033	-0.00428
-0.13039	-0.00218
-0.13050	-0.00106
-0.13055	-0.00170
-0.13061	-0.00299
-0.13067	-0.00879
-0.13078	-0.00186
-0.13083	-0.00235
-0.13089	-0.00412
-0.13094	0.00362
-0.13100	-0.00170
-0.13111	-0.00557
-0.13117	-0.00202
-0.13122	-0.00009
-0.13128	-0.00267
-0.13133	-0.00315
-0.13144	-0.00073
-0.13150	-0.00283
-0.13155	-0.00138
-0.13161	-0.00170
-0.13172	-0.00057
-0.13178	-0.00235
-0.13183	-0.00283
-0.13189	-0.00170
-0.13194	-0.00460
-0.13200	-0.00235
-0.13211	0.00458
